compound_id,compound_name,structural_class,subfamily,property,quantity,unit,value_num,uncertainty,range_low,range_high,value_reported,scale,direction,denominator,setting,emission_band,bimodal,enzyme,enzyme_class,ph_regime,conditions,basis,secondary,provisional,superseded,source_locator,citation_key,doi,url,verification_status
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,non-enzymatic chemiluminescence,,nm or text,,,,,"lambda_CL = 547 nm; integrated photon count 2.50 x 10^7 over the 60 s acquisition (firefly luciferin METHYL ESTER, the 'WT' trace)",,,,,,,,,unstated,"Ioka2016 - the CL is that of the METHYL ESTER, not of the free acid. 80 uL of t-BuOK in DMSO (100 mM) added to the methyl ester in DMSO (1 uM, 20 uL) at room temperature; light monitored for 60 s at 0.1 s sampling intervals; spectra recorded from 400 to 750 nm in 1 nm increments. Supporting Figure S2 prints both the lambda_CL and the integrated photon count of each ester.","Chemiluminescence of the METHYL ESTER of D-luciferin, not of the free acid. The reference trace against which the analogue esters are scored in SI Figure S2. Worth noting that the ester's CL maximum (547 nm) is 20 nm blue of the enzymatic BL of the free acid (567 nm) measured in the same paper.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,6.2,0.18,,,6.2 +/- 0.18,,,,,,,"Wild-type firefly luciferase (purified GST-fusion, cleaved)",wild-type firefly luciferase,,"Table 1; apparent Km for luciferin, in uM.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,68.0,3.0,,,68 +/- 3.0,,,,,,,"Wild-type firefly luciferase (purified GST-fusion, cleaved)",wild-type firefly luciferase,,"Table 1; apparent Km for ATP, in uM. ATP titration performed at 100 uM D-luciferin / 10 uM CycLuc1 or CycLuc2 for WT, R218K and L342A; at 1 mM D-luciferin / 100 uM CycLuc1 or CycLuc2 for the R218K+L342A double mutant.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,157.0,7.7,,,157 +/- 7.7,,,,,,,R218K firefly luciferase,wild-type firefly luciferase,,"Table 1; apparent Km for luciferin, in uM.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,408.0,19.0,,,408 +/- 19,,,,,,,R218K firefly luciferase,wild-type firefly luciferase,,"Table 1; apparent Km for ATP, in uM. ATP titration performed at 100 uM D-luciferin / 10 uM CycLuc1 or CycLuc2 for WT, R218K and L342A; at 1 mM D-luciferin / 100 uM CycLuc1 or CycLuc2 for the R218K+L342A double mutant.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,232.0,13.0,,,232 +/- 13,,,,,,,L342A firefly luciferase,wild-type firefly luciferase,,"Table 1; apparent Km for luciferin, in uM.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,1320.0,52.0,,,1320 +/- 52,,,,,,,L342A firefly luciferase,wild-type firefly luciferase,,"Table 1; apparent Km for ATP, in uM. ATP titration performed at 100 uM D-luciferin / 10 uM CycLuc1 or CycLuc2 for WT, R218K and L342A; at 1 mM D-luciferin / 100 uM CycLuc1 or CycLuc2 for the R218K+L342A double mutant.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,,,,,> 250,,,,,,,R218K + L342A double-mutant firefly luciferase,engineered firefly luciferase,,"Table 1; apparent Km for luciferin, in uM.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,,,,,> 4000,,,,,,,R218K + L342A double-mutant firefly luciferase,engineered firefly luciferase,,"Table 1; apparent Km for ATP, in uM. ATP titration performed at 100 uM D-luciferin / 10 uM CycLuc1 or CycLuc2 for WT, R218K and L342A; at 1 mM D-luciferin / 100 uM CycLuc1 or CycLuc2 for the R218K+L342A double mutant.",apparent Km from a sigmoidal dose-response fit of bioluminescence,,,,Table 1,Adams2016,10.1002/anie.201511350,https://pmc.ncbi.nlm.nih.gov/articles/PMC4972182/,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,uM,,,,,"Ki = 25.7 +/- 4.5 uM (competitive INHIBITION constant, NOT a Km)",,,,,,,"Drosophila melanogaster fatty acyl-CoA synthetase CG6178 (purified recombinant, untagged after PreScission cleavage of the GST fusion)",other,,"Purified CG6178 and CycLuc2 at concentrations ranging from 0.122 to 125 uM was treated with either no inhibitor; 25, 50, or 100 uM of D-luciferin...; SI Table S1.",Ki for D-luciferin acting as a COMPETITIVE INHIBITOR of CycLuc2-mediated light emission by CG6178.,,,,Table S1,Mofford2014a,10.1073/pnas.1319300111,https://pmc.ncbi.nlm.nih.gov/articles/PMC3970535/,corrected
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Km = 107 +/- 14.7 uM; Vmax = (13.8 +/- 0.71) x 10^6,,,,,,,"QuantiLum recombinant luciferase (Promega), 1 mg/mL",wild-type firefly luciferase,,"same conditions as the bioluminescence spectra except substrate concentration (0.2-500 uM for D-luciferin, 0.1-100 uM for CycLuc1 and AkaLumine-HCl); Km and Vmax from integrated bioluminescence intensity, Lineweaver-Burk plots, SigmaPlot 9.0",Lineweaver-Burk from integrated bioluminescence intensity,,,,,Kuchimaru2016,10.1038/ncomms11856,https://doi.org/10.1038/ncomms11856,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Km = 5.4 +/- 0.2 uM,,,,,,,firefly luciferase (Fluc),wild-type firefly luciferase,,"HEPES 30 mM pH 7.7, DTT 3.5 mM, MgSO4 5 mM, CoA 0.5 mM, Fluc 300 ng/mL, ATP 1 mM final; Km from maximal light intensities as estimates of initial velocity; Table 1",,,,,Table 1,Takakura2012,10.1002/cbic.201200142,https://doi.org/10.1002/cbic.201200142,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Km = 116 +/- 22.0 uM,,,,,,,,wild-type firefly luciferase,,Ioka2016 Km determination (Figure S1): Lineweaver-Burk.,"Michaelis constant. The same number appears in the article text and, as, in the fitted-parameter block of SI Figure S1 (left panel), whose companion parameter is.",,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Km = 160 +/- 58 uM (apparent),,,,,,,"recombinant Photinus pyralis (Ppy) luciferase (QuantiLum recombinant luciferase, Promega)",wild-type firefly luciferase,,"Kitada2018 SI, : luciferin 0.1-1000 uM in KPB 50 mM pH 6.0 (20 uL) + Ppy luciferase (QuantiLum, Promega) 0.01 mg/mL in KPB 50 mM pH 8.0 / 35% glycerol (20 uL) + KPB 500 mM pH 8.0 (20 uL), started by 40 uL ATP-Mg 200 uM; total 100 uL, so FINAL luciferin 0.02-200 uM, FINAL ATP-Mg 80 uM, FINAL luciferase 0.002 mg/mL = 0.2 ug per assay. AB-2270 luminometer, 10 min, 1 s exposure, triplicate; photon counts corrected with the AB-1850/AB-2270 wavelength correction factors of SI Table 2; Km and Vmax from Lineweaver-Burk plots (SigmaPlot 13.0).",,,,,Table 2,Kitada2018,10.1016/j.tetlet.2018.01.078,https://doi.org/10.1016/j.tetlet.2018.01.078,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,kinetic constant,,see unit,,,,,decay rate = 3.5 x 10^-3 s^-1,,,,,,,"Photinus pyralis luciferase (Sigma-Aldrich SRE0045, 62 kDa)",wild-type firefly luciferase,,"at pH 8.0; 0.15 M GTA buffer, 25 +/- 1 degC, ATTO AB-2200 luminometer. The D-luciferin decay rate DECREASES gradually with increasing pH over 6.2-8.0, the opposite of d-AkaLumine, whose rate rises log-linearly with pH",single-exponential fit of the first (dominant) decay component of the luminometer time trace,,,,,Ono2023,10.1016/j.jphotochem.2022.114270,https://doi.org/10.1016/j.jphotochem.2022.114270,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,"Km compilation: 107 uM, 6.76 uM, 22.10 uM, 1 uM",,,,,,,"firefly luciferase (luc, luc+, luc2)",engineered firefly luciferase,,,,,,,Table 2,SaitoMoriya2021,10.3390/ijms22041848,https://doi.org/10.3390/ijms22041848,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,15.0,2.0,,,15 +/- 2,,,,,,,Luc2 (mammalian codon-optimised Photinus pyralis luciferase),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,66.0,7.0,,,66 +/- 7,,,,,,,RedFluc (Targeting Systems mammalian codon-optimised red-shifted Luciola italica luciferase),wild-type firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,64.0,10.0,,,64 +/- 10,,,,,,,Akaluc (Luc2 variant with 28 mutations),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,11.0,0.9,,,11 +/- 0.9,,,,,,,Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,98.0,7.0,,,98 +/- 7,,,,,,,Mut51 (Luc2 variant F243M/S347G),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,250.0,24.0,,,250 +/- 24,,,,,,,CBR2 (mouse codon-optimised click beetle red luciferase R334S/G351R variant),click-beetle luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,15.0,4.0,,,15 +/- 4,,,,,,,PLR3 (G246A/F250H variant of the mammalian codon-optimised railroad-worm luciferase PLR1),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,8.3,,,,8.3 uM,,,,,,,firefly luciferase,wild-type firefly luciferase,,quoted as a literature comparison value,"Km of the native substrate, quoted by Rylands & Jardine from their references 21-22",,,,,Rylands2020,10.24820/ark.5550190.p011.420,https://doi.org/10.24820/ark.5550190.p011.420,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,apparent Km = 7.5+/-0.86 uM,,,,,,,Wild-type firefly luciferase (Photinus pyralis),wild-type firefly luciferase,,Apparent Km from a two-fold substrate dilution series (250 uM down to 0.122 uM); peak emission 0.5 s after injection of luciferase (0.1 nM final) fitted to a sigmoidal dose-response curve (GraphPad Prism 7); assays in triplicate. SI Table S3.,apparent Km (bioluminescence),,,,Table S3,Sharma2017,10.1021/acs.orglett.7b02806,https://pmc.ncbi.nlm.nih.gov/articles/PMC5836729/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,apparent Km = 120+/-4.9 uM,,,,,,,R218K mutant firefly luciferase,engineered firefly luciferase,,Apparent Km from a two-fold substrate dilution series (250 uM down to 0.122 uM); peak emission 0.5 s after injection of luciferase (0.1 nM final) fitted to a sigmoidal dose-response curve (GraphPad Prism 7); assays in triplicate. SI Table S3.,apparent Km (bioluminescence),,,,Table S3,Sharma2017,10.1021/acs.orglett.7b02806,https://pmc.ncbi.nlm.nih.gov/articles/PMC5836729/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,apparent Km = 6.76 +/- 0.3 uM,,,,,,,"Wild-type Photinus pyralis firefly luciferase (purified, recombinant)",wild-type firefly luciferase,,"Substrate dose-response with purified protein: 30 uL 2x substrate in buffer A (20 mM Tris pH 7.6, 0.1 mM EDTA, 8 mM MgSO4, 4 mM ATP, 1 mM TCEP) added to 30 uL of 20 nM purified luciferase in 20 mM Tris pH 7.6, 0.1 mM EDTA, 1 mM TCEP, 0.4 mg/mL BSA; read 3 min post-addition on a Turner Veritas luminometer; final substrate 0.122-125 uM; Michaelis-Menten fit (GraphPad Prism 5.0). Light output NOT corrected for PMT wavelength sensitivity.",apparent Km (SI Table S2A),,,,Table S2A,Harwood2011,10.1016/j.chembiol.2011.09.019,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273327/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Vmax (instrument-referenced),Vmax (instrument-referenced),see unit,,,,,apparent Vmax = 1079 +/- 13 x 10^-5 cps,,,,,,,"Wild-type Photinus pyralis firefly luciferase (purified, recombinant)",wild-type firefly luciferase,,"Substrate dose-response with purified protein: 30 uL 2x substrate in buffer A (20 mM Tris pH 7.6, 0.1 mM EDTA, 8 mM MgSO4, 4 mM ATP, 1 mM TCEP) added to 30 uL of 20 nM purified luciferase in 20 mM Tris pH 7.6, 0.1 mM EDTA, 1 mM TCEP, 0.4 mg/mL BSA; read 3 min post-addition on a Turner Veritas luminometer; final substrate 0.122-125 uM; Michaelis-Menten fit (GraphPad Prism 5.0). Light output NOT corrected for PMT wavelength sensitivity.","apparent Vmax (SI Table S2B), in counts per second; uncorrected for PMT wavelength response",,,,Table S2B,Harwood2011,10.1016/j.chembiol.2011.09.019,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273327/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,apparent Km = 114 +/- 3.4 uM,,,,,,,T251S mutant firefly luciferase (purified),engineered firefly luciferase,,"Substrate dose-response with purified protein: 30 uL 2x substrate in buffer A (20 mM Tris pH 7.6, 0.1 mM EDTA, 8 mM MgSO4, 4 mM ATP, 1 mM TCEP) added to 30 uL of 20 nM purified luciferase in 20 mM Tris pH 7.6, 0.1 mM EDTA, 1 mM TCEP, 0.4 mg/mL BSA; read 3 min post-addition on a Turner Veritas luminometer; final substrate 0.122-125 uM; Michaelis-Menten fit (GraphPad Prism 5.0). Light output NOT corrected for PMT wavelength sensitivity.",apparent Km (SI Table S2A),,,,Table S2A,Harwood2011,10.1016/j.chembiol.2011.09.019,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273327/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Vmax (instrument-referenced),Vmax (instrument-referenced),see unit,,,,,apparent Vmax = 1054 +/- 19 x 10^-5 cps,,,,,,,T251S mutant firefly luciferase (purified),engineered firefly luciferase,,"Substrate dose-response with purified protein: 30 uL 2x substrate in buffer A (20 mM Tris pH 7.6, 0.1 mM EDTA, 8 mM MgSO4, 4 mM ATP, 1 mM TCEP) added to 30 uL of 20 nM purified luciferase in 20 mM Tris pH 7.6, 0.1 mM EDTA, 1 mM TCEP, 0.4 mg/mL BSA; read 3 min post-addition on a Turner Veritas luminometer; final substrate 0.122-125 uM; Michaelis-Menten fit (GraphPad Prism 5.0). Light output NOT corrected for PMT wavelength sensitivity.","apparent Vmax (SI Table S2B), in counts per second; uncorrected for PMT wavelength response",,,,Table S2B,Harwood2011,10.1016/j.chembiol.2011.09.019,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273327/,new
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,apparent Km = 19.1 +/- 1.3 uM,,,,,,,L286M mutant firefly luciferase (purified),engineered firefly luciferase,,"Substrate dose-response with purified protein: 30 uL 2x substrate in buffer A (20 mM Tris pH 7.6, 0.1 mM EDTA, 8 mM MgSO4, 4 mM ATP, 1 mM TCEP) added to 30 uL of 20 nM purified luciferase in 20 mM Tris pH 7.6, 0.1 mM EDTA, 1 mM TCEP, 0.4 mg/mL BSA; read 3 min post-addition on a Turner Veritas luminometer; final substrate 0.122-125 uM; Michaelis-Menten fit (GraphPad Prism 5.0). Light output NOT corrected for PMT wavelength sensitivity.",apparent Km (SI Table S2A),,,,Table S2A,Harwood2011,10.1016/j.chembiol.2011.09.019,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273327/,new
